mbti,description
entj,"집단 내에서 주도적이고 지배적이고 싶어하는 성향 탓에, ENTJ가 협상 자리에 들어가면 상대편에 대해 가차없고 자비 없는 면모를 보인다. 이는 ENTJ의 성품이 냉혹하거나 악랄해서가 아니다. 도전적이고 지식을 대결하는 상황을 진정으로 즐기기 때문이다. 설령 상대방이 그 상황에 부담감을 느낀다고 하더라도, ENTJ는 그 분위기를 계속 유지하려 한다. '고통받는 자는 즐기는 자를 이길 수 없다.' 라는 말로 설명할 수 있다."
entj,"ENTJ는 다른 사람의 재능을 알아보는 눈썰미가 탁월해서, 개개인의 능력을 끌어올리는 데 도움을 줄 수 있다. 한편, 그 과정에서 주제넘을 만큼 상대방의 문제점이나 더 나은 해결책을 바로 바로 지적하는 편이다. 그래서 본의 아니게 냉담하고 무신경한 인상을 주기 쉽다. 이 탓에 감수성이 예민한 사람에게는 역효과를 부르기도 하여 '극과 극 리더'로 통하기도 한다. 이 부정적인 특성은 INTJ와 마찬가지로 ENTJ들의 지나친 오만과 거만에서 나온다고 할 수 있으며, 실제로 ENTJ들이 문제를 일으키기 시작하는 부분이기도 하다."
entj,"전문적인 환경에서 비효율적이고, 무능하고, 게으른 사람을 마주하는 상황이 왔을 때 놀라울 만큼 민감한 편이다. 이를 애써 참아내는 INTJ와 달리 ENTJ는 그것을 아무렇지 않게 공격적으로 입 밖으로 내뱉는다. 이러한 직설적 의견 표출이 어쩌면 ENTJ의 약점이라고 볼 수 있으며, 이 과정에서 적을 만들기도 쉽다. 목표를 달성하는 것도 물론 중요하지만, 사람마다 맞는 피드백이라는 게 있으며, 그것역시 팀을 이루는 요소라는 것을 명심해둘 필요가 있다."
entj,"ENTJ는 주변 사람들이나 동료에 의해 존재감과 통솔력이 살아나는 유형이기 때문에, 사람이 떠나간다면 본인의 힘도 약해진다는 점을 기억해야 한다."
entj,일을 주도하려는 욕심이 굉장히 강하다.[16P][직장생활]
entj,"ENTJ가 지향하는 본인의 사회적 역할은 생산적인 사람, 유능한 사람, 영향력 있는 사람이다.[TR]"
entj,"야망이 넘치며, 권력을 얻는 데 관심이 많다.[TR][개요]"
entj,본인의 방식대로 성공하려면 혼자보다는 주변 사회 구성원들의 도움이 더 효과적이다.[16P][강점과약점]
entj,대담한 도전정신이 있다.[16P][진로]
entj,"변화를 위한 계획을 명확히 세우고, 이를 이행하는 과정에서 매우 단호하게 행동하는 편이다.[TR][직업]"
entj,세상을 '가능성의 세계'로 인식하며 살고 있다. 공격할 수 있는 곳이면 뭐든지 기꺼이 도전해본다.[TR][강점과약점]
entj,"비판을 사사로운 악감정으로 생각하지 않으며, 굉장히 성장·성찰 지향적이다.[TR][강점과약점][16P][연애관계]"
entj,"자신의 경험과 지식을 향상하는 측면이라면, 비판에 귀를 기울이고 행동한다.[↑]"
entj,"피드백(비판·문제제기)해 줄 사람을 오히려 찾고 있으며, 그것을 두려워 하는 사람들을 오히려 의아하게 생각한다.[↑]"
entj,"자신에 대한 뒷담화를 두려워하지 않는다.[TR][강점과약점] ENTJ는 상대방이 비판을 하는지, 기분 나쁘라고 하는 소리인지 잘 분간한다."
entj,(토론·언쟁 속) 다방면에서 날아오는 공격으로부터 자신을 보호할 수 있다.[16P][우정][56]
entj,수동공격에 능하다.[TR][강점과약점]
entj,효율성을 중시한다.[TR][강점과약점]
entj,어느 곳이든 비효율적인 것을 발견하면 바로잡으려고 나선다.[↑][Ａ]
entj,효율적 사고를 머릿속에 묵히지 않고 바로 실현해내므로 생산성이 높은 편이다.[TR][강점과약점]
entj,비합리적이고 게으른 사람들을 세상의 파괴자로 생각한다.[16P][강점과약점]
entj,생각이 객관적이고 명료하다.[16P][진로]
entj,자신의 생각과 느낌을을 깔끔하게 풀어내는 데 능숙하다.[TR]
entj,자기소개가 간단명료하다.[TR][직업]
entj,"자신의 강점과 약점을 스스로 말하는 것에 대해서도 개의치 않는다. (하물며 남의 장단점도 직설적으로 말한다.) 사람이라면 경험담에 허풍이 섞일 법도 한데, ENTJ들은 꽤나 중립적인 사실만을 말하는 편이다.[TR]"
entj,"많은 선택지를 고려하며, 아이디어가 많으면 선별하지 않고 몽땅 다 제시한다.[TR][직업][16P][우정]"
entj,그러나 그 중 결론이 확고해지면 절대 굽히지 않는다.[TR][직업]
entj,"시간 낭비에 굉장히 예민해한다.[16P][직장생활] (이 경우, 본인이 다른 방식을 제안하기도 한다)"
entj,"참을성이 없을 만큼 빠른 생각, 확고한 신념을 추구한다.[16P][강점과약점]"
entj,"신속하고 정확한 일처리를 추구하며, 안 될수록 고인물이 될 때까지 연습하는 경향이 있다. 흔히 말하는 타임어택형 인간이다.[TR][강점과약점]"
entj,"미래지향적 관점이 강하다. ENTJ들에게 '비효율'의 단점이 뭐냐고 물어봤을 때, '일의 기능이 떨어진다'라는 대답보다는 '앞날 목표의 방해물이다'라는 대답을 듣게 될 가능성이 더 크다.[16P][강점과약점]"
entj,혁신이 장려되고 전통을 신격화하지 않는 환경을 높이 평가한다.[TR][직업]
entj,"원칙을 먼저 적용하기보다, 적응을 먼저 한 뒤에 원칙을 적용하기 시작한다.[16P][진로] (쉽게 말해 문제 풀이법을 먼저 익힌 다음에 이론으로 돌아오는 방식을 쓴다.)"
entj,"사람을 간파하는, 엄격하고 효율적인 기준(눈썰미)이 있다. 이 기준은 상대방뿐 아니라 자기 자신에게도 적용된다.[16P][진로] 흔히 말하는 내로남불이 없다."
entj,구조와 질서를 최대한 지키려고 한다. 때때로(특히 불건강할 경우) 질서 악이라고도 할 정도로 관대함이 부족하다.[16P][진로]
entj,과정보다 결과 중심적이다.[TR] (소위 말하는 졌잘싸를 용납하지 않는다.)
entj,지식에 대한 갈증이 심한 편이다
entj,문제를 방치하기보단 주도적으로 해결하려고 나선다.[16P][강점과약점][Ａ]
entj,"다른 사람들은 문제가 발생했을 때 부담감을 느끼기 십상이지만, ENTJ는 자신에게 할 일이 생겼다며 오히려 즐기는 편이다. 이를 해결하는 과정에서 활력을 얻기도 한다.[↑]"
entj,문제점을 다각도로 조사한다.[↑]
entj,결함을 발견하고 더 나은 방법을 구상하는 것을 즐긴다.[TR]
entj,"특히 직장이나 또래 집단에서 이런 상황이 발생했을 경우, 더 좋아한다.[↑]"
entj,"도전을 즐기고, 개선이 가능한 부분과 복잡한 체계를 이해하는 것도 기꺼이 해낸다. [TR][직업]"
entj,"직관력을 잘 사용한다. 빠른 정보 처리, 문장의 재조합, 정보 예측에 능하다.[TR][강점과약점]"
entj,"여러 정보를 종합적으로 생각하는 데 능숙하고, 회의에서 다른 사람들이 제기한 여러 아이디어를 깔끔하게 통폐합할 수 있다.[TR][직업]"
entj,"통솔력이 뛰어나며, 사람을 잘 움직이게 한다.[16P][강점과약점]"
entj,"누가 무엇을 해야 하는지를 잘 파악하며, 지시, 계획, 해야 할 과제, 문제해결법 등을 각각 명확하게 전달할 수 있다.[↑][TR][직업]"
entj,본인의 리더 역할로 다른 사람도 리더를 해보고 싶도록 동기부여를 시킨다.[↑]
entj,타인의 장점을 빠르고 정확하게 진단한다.[16P][강점과약점]
entj,자신의 진가나 잠재력을 깨닫지 못한 주변인에게 의도치 않게 동기를 부여하거나 적성을 찾도록 도움을 주기도 한다.[16P][직장생활]
entj,자기 목적을 달성하기 위해 다른 팀원들의 능력을 잘 써먹는다.[16P][직장생활]
entj,조직에서 존경받는 리더가 되기에 가장 적합한 유형이다.[16P][진로]
entj,"친구들 안에선 못말릴 정도로 강한 자신감 때문에 문제가 되곤 하지만, 직장 내에서는 존경스러운 권위자로 변모한다. 의욕이 부족한 사람도 정상 궤도로 올려놓고 일을 성사시킨다.[16P][진로]"
entj,대규모 팀을 관리할 역량을 갖추고 있다.[TR][직업]
entj,"사회형 인간이다 보니, 혼자서 완수할 수 없는 목표를 사람들로 하여금 달성하게 할 수 있다.[16P][강점과약점] (경제를 움직이는 일, 기업을 수립하는 일 등)"
entj,"분석과 계획을 즐기지만, 궁극적으로는 '행동'으로 실천하는 것을 지향한다.[TR][관계]"
entj,추진력은 가히 최고 수준이다. 즉 다짐하면 곧바로 실천으로 옮기는 편이다.[16P][진로]
entj,귀찮을 법한 일도 의사결정 과정 혹은 해야 할 일로 인지하여 바로 실행에 옮긴다.[TR][개요]
entj,"계획이나 목표로만 존재했던 것을 비로소 실행 단계로 옮겼을 때, 매우 열의 넘치는 모습을 볼 수 있다.[16P][강점과약점]"
entj,"리더일 경우 민주적인 의사결정 과정을 이룰 수 있도록 힘 쓰지만, 결정을 내릴 때가 되면 굉장히 완고해진다.[TR][직업]"
entj,상황이 어려워져도 포기하지 않는 편이다.[16P][강점과약점]
entj,어떤 문제가 생겨도 본인의 계획을 완성하겠다는 결의가 강하다.[16P][진로]
entj,"순간적인 위기 대처 능력이 뛰어나며, 작업이 잘못됐을 때 중도 수정하여 일을 처리해낼 수 있다.[16P][강점과약점][TR][강점과약점]"
entj,"머리는 대체로 똑똑한 편이며, 동시에 매우 비판적인 사고를 지녔다.[16P][우정]"
entj,"논리적이고 광범위한 발상, 비판, 토론에 열정적이다.[16P][우정]"
entj,"업무용 소통, 사교적 소통 모두 능수능란하게 가능하며, 필요에 따라선 스몰토크까지 할 수 있다.[16P][직장생활]"
entj,"하나를 성공할 때마다 동기부여에 가속도가 붙는다. 잘하면 더 잘하려고 하고, 열심히 일하면 더 열심히 하려고 한다"
entj,목표가 생기면 누구보다 퉁명스럽고 인정사정없이 단호해지는 경향이 있다.[TR][개요]
entj,"주의를 분산시키거나, 감정적인 문제가 섞인 의견은 절대 지지하지 않는 것으로 악명이 높다. ENTJ들은 이를 발견하는 즉시 1초도 주저하지 않고 거부 의사를 똑똑히 밝혀 상대를 무안하게 만든다.[16P][강점과약점]"
entj,"충분한 생각을 허용하지 않으며, 다소 성급한 편이다. 상대방이 조용히 있으면 고민하고 있는 것이라 생각하지 않고 '질질 끈다', '어리석다' 등으로 오해하기도 한다.[16P][강점과약점]"
entj,"좀 더 속도를 늦추고, 경청하고, 반응을 기다리고, 세세한 부분에 주의를 기울이면 약점을 개선하는 데 도움이 된다.[TR][강점과약점]"
entj,남에게 자기만의 질서 혹은 불가능한 기준을 따르도록 기대한다.[TR][강점과약점]
entj,"자기 확신이 없고 모호한 사람, 전략적 사고를 안 하는 사람, 일처리가 둔한 사람, 용기 없는 사람, 빙빙 돌려 말하는 사람은 ENTJ의 공격 대상이 되기 쉽다. 이들을 공격할 때 ENTJ는 가장 오만해진다.[TR][강점과약점]"
entj,"때로는 자기 확신과 의지가 지나쳐, 그 힘만으로 모든 논쟁에서 이기려고 하며 자신의 생각만을 고집할 수 있다.[16P][강점과약점]"
entj,“내 방식을 받아들이든지 아니면 떠나든지.” 라는 사고방식을 갖고 있다. [171][16P][강점과약점][TR][강점과약점]
entj,상대방이 한 발 물러서도 절대 물러서지 않고 계속 공격한다.[16P][우정]
entj,사교적이지만 공감능력이 부족하다.[TR][강점과약점] (철저한 논리와 이성으로 이해될 때만 공감을 해준다.)
entj,"일반적으로 친절하고 외향적이지만, 다른 사람들의 미묘한 감정선을 알아차리지 못한다. 그래서 무심코 내뱉은 말에 타인이 상처를 받아도, 본인은 그다지 잘못이라고 인지하지 못한다.[TR][개요]"
entj,"감정 지향적인 사람들은 ENTJ 친구를 다루기 곤란해한다. 친구들이 내린 결론에 이들은 계속 도전하고(딴지를 걸고), 의문을 제기하고, 감정 관련 대화를 무시하는 경향이 있기 때문이다.[16P][우정]"
entj,"'감정 공유'를 싹 뺀 '이성적 의견'만을 합리적인 것으로 생각한다. 그래서 ENTJ들은 자기 '견해'에 한해선 직설적으로 툭툭 내뱉어 공유하지만, 자기 '감정' 공유는 좀처럼 하지 않아 실제 속내를 알기 힘들다.[16P][강점과약점][186]"
entj,"감정을 숨길 필요가 없다고 생각되면, ENTJ는 얼굴에 다 드러내며 일부러 보란 듯이 표출하기도 한다. 반면에, 같은 NTJ인 INTJ는 포커페이스가 가능하다."
entj,"이성을 잃고 돌변할 때면, 타인에게 돌이킬 수 없는 상처를 주기도 한다.[16P][강점과약점]"
entj,"이들의 비판·혹평은 유치한 인신공격이 아니라, 민감한 팩트들을 본의 아니게 나열하면서 시작된다. 거의 칼로 이곳저곳 찌르는 수준이라 사람에 따라서는 잊기 힘들 정도의 부정적 인상을 남길 수 있다.[↑]"
entj,ENTJ 리더는 무능하거나 효율성이 떨어지는 일원에 대해 바로 피드백을 직설적으로 넣어 버리는 편이다. 그래서 상대방이 민감한 사람일 경우엔 도리어 역효과가 날 수도 있다.[16P][강점과약점]
